fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,alcohol per liter,total acidity,acid ratio,normalized residual sugar,sweetness level,WQI
9.8,0.5,0.49,2.6,0.25,5.0,20.0,0.999,3.31,0.79,10.7,Medium,10.6893,Medium,0.049,2.6026026026026026,Dry,22.438750353194486
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,Medium,11.63682,Medium,0.03428571428571429,2.211944500301629,Dry,14.349708135851511
11.5,0.35,0.49,3.3,0.07,10.0,37.0,1.0003,3.32,0.91,11.0,Medium,11.0033,High,0.04083333333333333,3.2990102969109265,Dry,20.331023359937706
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,Medium,11.63682,Medium,0.03428571428571429,2.211944500301629,Dry,14.349708135851511
10.2,0.24,0.49,2.4,0.075,10.0,28.0,0.9978,3.14,0.61,10.4,Low,10.37712,Medium,0.049,2.4052916416115453,Dry,15.997375521765056
10.5,0.59,0.49,2.1,0.07,14.0,47.0,0.9991,3.3,0.56,9.6,Low,9.59136,High,0.04454545454545455,2.101891702532279,Dry,18.827776084515172
10.6,0.34,0.49,3.2,0.078,20.0,78.0,0.9992,3.19,0.7,10.0,Medium,9.991999999999999,High,0.04454545454545455,3.202562049639712,Dry,21.435907311977715
12.3,0.27,0.49,3.1,0.079,28.0,46.0,0.9993,3.2,0.8,10.2,Medium,10.19286,High,0.03769230769230769,3.102171520064045,Dry,9.954964488694422
9.9,0.5,0.24,2.3,0.103,6.0,14.0,0.9978,3.34,0.52,10.0,Low,9.978,Medium,0.024,2.3050711565443973,Dry,13.868499907189259
8.8,0.44,0.49,2.8,0.083,18.0,111.0,0.9982,3.3,0.6,9.5,Low,9.482899999999999,Medium,0.05444444444444444,2.805049088359046,Dry,33.16106152576563
8.8,0.47,0.49,2.9,0.085,17.0,110.0,0.9982,3.29,0.6,9.8,Low,9.78236,Medium,0.05444444444444444,2.905229412943298,Dry,34.659713998455516
10.6,0.31,0.49,2.2,0.063,18.0,40.0,0.9976,3.14,0.51,9.8,Medium,9.776480000000001,High,0.04454545454545455,2.2052927024859663,Dry,13.053398803162699
12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,Low,9.60192,High,0.03769230769230769,2.1995600879824035,Dry,15.82048072860075
12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,Low,9.60192,High,0.03769230769230769,2.1995600879824035,Dry,15.82048072860075
11.7,0.49,0.49,2.2,0.083,5.0,15.0,1.0,3.19,0.43,9.2,Low,9.2,High,0.04083333333333333,2.2,Dry,16.8862419350658
12.0,0.28,0.49,1.9,0.074,10.0,21.0,0.9976,2.98,0.66,9.9,Medium,9.876240000000001,High,0.04083333333333333,1.904570970328789,Dry,12.257976709200154
11.8,0.33,0.49,3.4,0.093,54.0,80.0,1.0002,3.3,0.76,10.7,Medium,10.702139999999998,High,0.04083333333333333,3.3993201359728054,Dry,9.234783046267955
7.6,0.51,0.24,2.4,0.091,8.0,38.0,0.998,3.47,0.66,9.6,Medium,9.5808,Medium,0.03,2.4048096192384767,Dry,26.494895324987624
11.1,0.31,0.49,2.7,0.094,16.0,47.0,0.9986,3.12,1.02,10.6,Medium,10.58516,High,0.04454545454545455,2.703785299419187,Dry,16.56164987546493
7.3,0.73,0.24,1.9,0.108,18.0,102.0,0.9967,3.26,0.59,9.3,Low,9.26931,Medium,0.03,1.906290759506371,Dry,31.10133325285522
5.0,0.42,0.24,2.0,0.06,19.0,50.0,0.9917,3.72,0.74,14.0,High,13.8838,Low,0.048,2.0167389331451044,Dry,17.11407136603505
10.2,0.29,0.49,2.6,0.059,5.0,13.0,0.9976,3.05,0.74,10.5,Medium,10.4748,Medium,0.049,2.6062550120288694,Dry,14.904302048791656
9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,Low,9.687389999999999,Medium,0.05444444444444444,2.6033843997196353,Dry,20.177595352151553
6.6,0.39,0.49,1.7,0.07,23.0,149.0,0.9922,3.12,0.5,11.5,Medium,11.4103,Medium,0.06999999999999999,1.7133642410804273,Dry,35.18058664318016
9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,Low,9.687389999999999,Medium,0.05444444444444444,2.6033843997196353,Dry,20.177595352151553
9.9,0.49,0.58,3.5,0.094,9.0,43.0,1.0004,3.29,0.58,9.0,Low,9.003599999999999,Medium,0.057999999999999996,3.4986005597760896,Dry,26.015181539632994
7.9,0.72,0.17,2.6,0.096,20.0,38.0,0.9978,3.4,0.53,9.5,Low,9.4791,Medium,0.01888888888888889,2.605732611745841,Dry,12.092832027918558
8.9,0.595,0.41,7.9,0.086,30.0,109.0,0.9998,3.27,0.57,9.3,Low,9.29814,Medium,0.04555555555555555,7.901580316063213,Medium,20.35710527289705
12.4,0.4,0.51,2.0,0.059,6.0,24.0,0.9994,3.04,0.6,9.3,Medium,9.29442,High,0.03923076923076923,2.0012007204322595,Dry,21.71205709165386
11.9,0.58,0.58,1.9,0.071,5.0,18.0,0.998,3.09,0.63,10.0,Medium,9.98,High,0.04833333333333333,1.9038076152304608,Dry,19.786941093504886
8.5,0.585,0.18,2.1,0.078,5.0,30.0,0.9967,3.2,0.48,9.8,Medium,9.767660000000001,Medium,0.02,2.106952944717568,Dry,32.34446061791222
12.7,0.59,0.45,2.3,0.082,11.0,22.0,1.0,3.0,0.7,9.3,Medium,9.3,High,0.03461538461538462,2.3,Dry,11.690973920214695
8.2,0.915,0.27,2.1,0.088,7.0,23.0,0.9962,3.26,0.47,10.0,Low,9.962,Medium,0.030000000000000002,2.108010439670749,Dry,18.852922516947867
13.2,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,Medium,9.0054,High,0.037142857142857144,2.1986807915250854,Dry,16.269422101381146
7.7,0.835,0.0,2.6,0.081,6.0,14.0,0.9975,3.3,0.52,9.3,Low,9.276750000000002,Medium,0.0,2.606516290726817,Dry,14.212608298096885
13.2,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,Medium,9.0054,High,0.037142857142857144,2.1986807915250854,Dry,16.269422101381146
8.3,0.58,0.13,2.9,0.096,14.0,63.0,0.9984,3.17,0.62,9.1,Medium,9.085439999999998,Medium,0.014444444444444446,2.904647435897436,Dry,24.876400328024907
8.3,0.6,0.13,2.6,0.085,6.0,24.0,0.9984,3.31,0.59,9.2,Medium,9.185279999999999,Medium,0.014444444444444446,2.604166666666667,Dry,22.449619273547484
9.4,0.41,0.48,4.6,0.072,10.0,20.0,0.9973,3.34,0.79,12.2,Medium,12.16706,Medium,0.048,4.612453624786925,Medium,12.089424980356785
8.8,0.48,0.41,3.3,0.092,26.0,52.0,0.9982,3.31,0.53,10.5,Medium,10.4811,Medium,0.04555555555555555,3.3059507112803046,Dry,12.287035040672208
10.1,0.65,0.37,5.1,0.11,11.0,65.0,1.0026,3.32,0.64,10.4,Medium,10.42704,High,0.03363636363636364,5.086774386594853,Medium,31.56696997564433
6.3,0.36,0.19,3.2,0.075,15.0,39.0,0.9956,3.56,0.52,12.7,Medium,12.64412,Medium,0.027142857142857142,3.2141422257934913,Dry,16.125413416204918
8.8,0.24,0.54,2.5,0.083,25.0,57.0,0.9983,3.39,0.54,9.2,Low,9.18436,Medium,0.060000000000000005,2.504257237303416,Dry,13.827927113797362
13.2,0.38,0.55,2.7,0.081,5.0,16.0,1.0006,2.98,0.54,9.4,Low,9.40564,High,0.03928571428571429,2.69838097141715,Dry,17.617593419456668
7.5,0.64,0.0,2.4,0.077,18.0,29.0,0.9965,3.32,0.6,10.0,Medium,9.965,Medium,0.0,2.4084295032614147,Dry,10.670901037226484
8.2,0.39,0.38,1.5,0.058,10.0,29.0,0.9962,3.26,0.74,9.8,Low,9.76276,Medium,0.042222222222222223,1.5057217426219636,Dry,16.973808794512443
9.2,0.755,0.18,2.2,0.148,10.0,103.0,0.9969,2.87,1.36,10.2,Medium,10.168379999999999,Medium,0.018,2.2068412077440067,Dry,53.66045126515047
9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,Low,9.69709,Medium,0.05,2.3006902070621185,Dry,14.961526845583322
9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,Low,9.69709,Medium,0.05,2.3006902070621185,Dry,14.961526845583322
11.5,0.31,0.51,2.2,0.079,14.0,28.0,0.9982,3.03,0.93,9.8,Medium,9.78236,High,0.0425,2.2039671408535364,Dry,11.818940563940561
11.4,0.46,0.5,2.7,0.122,4.0,17.0,1.0006,3.13,0.7,10.2,Low,10.206119999999999,High,0.041666666666666664,2.69838097141715,Dry,23.148577171577525
11.3,0.37,0.41,2.3,0.088,6.0,16.0,0.9988,3.09,0.8,9.3,Low,9.28884,High,0.034166666666666665,2.302763315979175,Dry,15.227863425195196
8.3,0.54,0.24,3.4,0.076,16.0,112.0,0.9976,3.27,0.61,9.4,Low,9.37744,Medium,0.026666666666666665,3.408179631114675,Dry,37.37334154079219
8.2,0.56,0.23,3.4,0.078,14.0,104.0,0.9976,3.28,0.62,9.4,Low,9.37744,Medium,0.025555555555555557,3.408179631114675,Dry,39.545284154609256
10.0,0.58,0.22,1.9,0.08,9.0,32.0,0.9974,3.13,0.55,9.5,Low,9.475299999999999,High,0.02,1.9049528774814517,Dry,19.85916307776243
7.9,0.51,0.25,2.9,0.077,21.0,45.0,0.9974,3.49,0.96,12.1,Medium,12.068539999999999,Medium,0.03125,2.9075596551032685,Dry,13.261601714128924
6.8,0.69,0.0,5.6,0.124,21.0,58.0,0.9997,3.46,0.72,10.2,Low,10.19694,Medium,0.0,5.601680504151245,Medium,16.668211059557947
6.8,0.69,0.0,5.6,0.124,21.0,58.0,0.9997,3.46,0.72,10.2,Low,10.19694,Medium,0.0,5.601680504151245,Medium,16.668211059557947
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,Low,9.08908,Medium,0.03222222222222222,2.2026431718061676,Dry,17.434741924741925
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,Low,9.08908,Medium,0.03222222222222222,2.2026431718061676,Dry,17.434741924741925
8.7,0.54,0.26,2.5,0.097,7.0,31.0,0.9976,3.27,0.6,9.3,Medium,9.277680000000002,Medium,0.02888888888888889,2.506014434643143,Dry,24.517162341787866
7.6,0.685,0.23,2.3,0.111,20.0,84.0,0.9964,3.21,0.61,9.3,Low,9.26652,Medium,0.02875,2.3083099156965075,Dry,23.61921127970542
8.7,0.54,0.26,2.5,0.097,7.0,31.0,0.9976,3.27,0.6,9.3,Medium,9.277680000000002,Medium,0.02888888888888889,2.506014434643143,Dry,24.517162341787866
10.4,0.28,0.54,2.7,0.105,5.0,19.0,0.9988,3.25,0.63,9.5,Low,9.4886,High,0.049090909090909095,2.7032438926712055,Dry,21.086646315345604
7.6,0.41,0.14,3.0,0.087,21.0,43.0,0.9964,3.32,0.57,10.5,Medium,10.4622,Medium,0.0175,3.0108390204737057,Dry,12.82625446651007
10.1,0.935,0.22,3.4,0.105,11.0,86.0,1.001,3.43,0.64,11.3,Low,11.3113,High,0.02,3.396603396603397,Dry,41.163501493779656
7.9,0.35,0.21,1.9,0.073,46.0,102.0,0.9964,3.27,0.58,9.5,Low,9.4658,Medium,0.02625,1.90686471296668,Dry,13.653443621842328
8.7,0.84,0.0,1.4,0.065,24.0,33.0,0.9954,3.27,0.55,9.7,Low,9.65538,Medium,0.0,1.4064697609001406,Dry,9.241967870707697
9.6,0.88,0.28,2.4,0.086,30.0,147.0,0.9979,3.24,0.53,9.4,Low,9.38026,Medium,0.028000000000000004,2.4050506062731736,Dry,26.646577731626685
9.5,0.885,0.27,2.3,0.084,31.0,145.0,0.9978,3.24,0.53,9.4,Low,9.37932,Medium,0.027000000000000003,2.3050711565443973,Dry,25.552904128088063
7.7,0.915,0.12,2.2,0.143,7.0,23.0,0.9964,3.35,0.65,10.2,Medium,10.163279999999999,Medium,0.013333333333333332,2.207948615014051,Dry,19.13251750449899
8.9,0.29,0.35,1.9,0.067,25.0,57.0,0.997,3.18,1.36,10.3,Medium,10.2691,Medium,0.03888888888888889,1.905717151454363,Dry,13.656846791421872
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,Low,9.39154,Medium,0.045,2.30207186467821,Dry,14.675305272895466
9.5,0.59,0.44,2.3,0.071,21.0,68.0,0.9992,3.46,0.63,9.5,Low,9.4924,Medium,0.044,2.3018414731785426,Dry,18.461627756387436
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,Low,9.39154,Medium,0.045,2.30207186467821,Dry,14.675305272895466
9.5,0.59,0.44,2.3,0.071,21.0,68.0,0.9992,3.46,0.63,9.5,Low,9.4924,Medium,0.044,2.3018414731785426,Dry,18.461627756387436
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,Low,9.39154,Medium,0.045,2.30207186467821,Dry,14.675305272895466
7.8,0.64,0.1,6.0,0.115,5.0,11.0,0.9984,3.37,0.69,10.1,Medium,10.083839999999999,Medium,0.0125,6.009615384615385,Medium,13.500461436537742
7.3,0.67,0.05,3.6,0.107,6.0,20.0,0.9972,3.4,0.63,10.1,Low,10.07172,Medium,0.00625,3.6101083032490977,Dry,19.370974769873843
8.3,0.845,0.01,2.2,0.07,5.0,14.0,0.9967,3.32,0.58,11.0,Low,10.963700000000001,Medium,0.0011111111111111111,2.2072840373231664,Dry,16.3642453164491
8.7,0.48,0.3,2.8,0.066,10.0,28.0,0.9964,3.33,0.67,11.2,Medium,11.159679999999998,Medium,0.03333333333333333,2.8101164191087915,Dry,16.276820869287313
6.7,0.42,0.27,8.6,0.068,24.0,148.0,0.9948,3.16,0.57,11.3,Medium,11.241240000000001,Medium,0.038571428571428576,8.644953759549658,Medium,33.45286078906097
10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,Low,9.58656,High,0.035454545454545454,2.2030843180452635,Dry,21.91151144114068
9.8,0.88,0.25,2.5,0.104,35.0,155.0,1.001,3.41,0.67,11.2,Low,11.211199999999998,High,0.022727272727272728,2.4975024975024978,Dry,24.313812872023806
15.9,0.36,0.65,7.5,0.096,22.0,71.0,0.9976,2.98,0.84,14.9,Low,14.86424,High,0.040625,7.5180433039294305,Medium,17.350157285567285
9.4,0.33,0.59,2.8,0.079,9.0,30.0,0.9976,3.12,0.54,12.0,Medium,11.9712,Medium,0.059,2.8067361668003206,Dry,18.715795364216433
8.6,0.47,0.47,2.4,0.074,7.0,29.0,0.9979,3.08,0.46,9.5,Low,9.48005,Medium,0.05222222222222222,2.4050506062731736,Dry,22.961660077613384
9.7,0.55,0.17,2.9,0.087,20.0,53.0,1.0004,3.14,0.61,9.4,Low,9.40376,Medium,0.017,2.8988404638144742,Dry,15.328686610142379
10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,Low,9.58656,High,0.035454545454545454,2.2030843180452635,Dry,21.91151144114068
12.0,0.5,0.59,1.4,0.073,23.0,42.0,0.998,2.92,0.68,10.5,Medium,10.479,High,0.049166666666666664,1.4028056112224447,Dry,10.899811199842256
7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,Medium,9.574079999999999,Medium,0.00875,1.403790233630803,Dry,22.835771508894
7.1,0.84,0.02,4.4,0.096,5.0,13.0,0.997,3.41,0.57,11.0,Low,10.967,Medium,0.0025,4.413239719157473,Medium,15.678499355254676
7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,Medium,9.574079999999999,Medium,0.00875,1.403790233630803,Dry,22.835771508894
7.5,0.42,0.31,1.6,0.08,15.0,42.0,0.9978,3.31,0.64,9.0,Low,8.9802,Medium,0.03875,1.6035277610743637,Dry,16.766118460873326
7.2,0.57,0.06,1.6,0.076,9.0,27.0,0.9972,3.36,0.7,9.6,Medium,9.57312,Medium,0.0075,1.6044925792218212,Dry,17.828238977955913
10.1,0.28,0.46,1.8,0.05,5.0,13.0,0.9974,3.04,0.79,10.2,Medium,10.17348,Medium,0.046,1.8046921997192702,Dry,14.94921160130719
12.1,0.4,0.52,2.0,0.092,15.0,54.0,1.0,3.03,0.66,10.2,Low,10.2,High,0.043333333333333335,2.0,Dry,19.788504702694087
9.4,0.59,0.14,2.0,0.084,25.0,48.0,0.9981,3.14,0.56,9.7,Low,9.681569999999999,Medium,0.014000000000000002,2.003807233744114,Dry,11.772381129607673
8.3,0.49,0.36,1.8,0.222,6.0,16.0,0.998,3.18,0.6,9.5,Medium,9.481,Medium,0.04,1.8036072144288577,Dry,16.160912711855705
11.3,0.34,0.45,2.0,0.082,6.0,15.0,0.9988,2.94,0.66,9.2,Medium,9.18896,High,0.0375,2.002402883460152,Dry,14.348488242801004
10.0,0.73,0.43,2.3,0.059,15.0,31.0,0.9966,3.15,0.57,11.0,Low,10.9626,High,0.03909090909090909,2.3078466787076057,Dry,12.283131105937624
11.3,0.34,0.45,2.0,0.082,6.0,15.0,0.9988,2.94,0.66,9.2,Medium,9.18896,High,0.0375,2.002402883460152,Dry,14.348488242801004
6.9,0.4,0.24,2.5,0.083,30.0,45.0,0.9959,3.26,0.58,10.0,Low,9.959,Medium,0.03428571428571429,2.5102921980118484,Dry,10.29374131455399
8.2,0.73,0.21,1.7,0.074,5.0,13.0,0.9968,3.2,0.52,9.5,Low,9.4696,Medium,0.02333333333333333,1.7054574638844302,Dry,15.4354691622432
9.8,1.24,0.34,2.0,0.079,32.0,151.0,0.998,3.15,0.53,9.5,Low,9.481,High,0.03090909090909091,2.004008016032064,Dry,25.652941753375764
8.2,0.73,0.21,1.7,0.074,5.0,13.0,0.9968,3.2,0.52,9.5,Low,9.4696,Medium,0.02333333333333333,1.7054574638844302,Dry,15.4354691622432
10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,9.3,Medium,9.285120000000001,High,0.03727272727272727,2.2035256410256414,Dry,14.091615696131825
9.3,0.41,0.39,2.2,0.064,12.0,31.0,0.9984,3.26,0.65,10.2,Low,10.183679999999999,Medium,0.039,2.2035256410256414,Dry,15.10328262355585
10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,9.3,Medium,9.285120000000001,High,0.03727272727272727,2.2035256410256414,Dry,14.091615696131825
8.6,0.8,0.11,2.3,0.084,12.0,31.0,0.9979,3.4,0.48,9.9,Low,9.87921,Medium,0.012222222222222223,2.3048401643451246,Dry,15.324157517200993
8.3,0.78,0.1,2.6,0.081,45.0,87.0,0.9983,3.48,0.53,10.0,Low,9.983,Medium,0.011111111111111112,2.604427526795553,Dry,12.157504060074945
10.8,0.26,0.45,3.3,0.06,20.0,49.0,0.9972,3.13,0.54,9.6,Low,9.57312,High,0.04090909090909091,3.309265944645006,Dry,14.118998066206439
13.3,0.43,0.58,1.9,0.07,15.0,40.0,1.0004,3.06,0.49,9.0,Low,9.003599999999999,High,0.041428571428571426,1.8992403038784487,Dry,15.020137849865755
8.0,0.45,0.23,2.2,0.094,16.0,29.0,0.9962,3.21,0.49,10.2,Medium,10.16124,Medium,0.02875,2.20839188917888,Dry,11.553059700346934
8.5,0.46,0.31,2.25,0.078,32.0,58.0,0.998,3.33,0.54,9.8,Low,9.7804,Medium,0.034444444444444444,2.2545090180360723,Dry,11.48250561049162
8.1,0.78,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,Low,11.266100000000002,Medium,0.025555555555555557,2.6078234704112337,Dry,17.392249701526882
9.8,0.98,0.32,2.3,0.078,35.0,152.0,0.998,3.25,0.48,9.4,Low,9.3812,High,0.02909090909090909,2.3046092184368736,Dry,23.816954750712235
8.1,0.78,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,Low,11.266100000000002,Medium,0.025555555555555557,2.6078234704112337,Dry,17.392249701526882
7.1,0.65,0.18,1.8,0.07,13.0,40.0,0.997,3.44,0.6,9.1,Low,9.0727,Medium,0.0225,1.8054162487462388,Dry,18.260759610759607
9.1,0.64,0.23,3.1,0.095,13.0,38.0,0.9998,3.28,0.59,9.7,Low,9.69806,Medium,0.023,3.100620124024805,Dry,16.853160950432983
7.7,0.66,0.04,1.6,0.039,4.0,9.0,0.9962,3.4,0.47,9.4,Low,9.36428,Medium,0.005,1.6061031921300946,Dry,13.842198432518128
8.1,0.38,0.48,1.8,0.157,5.0,17.0,0.9976,3.3,1.05,9.4,Low,9.37744,Medium,0.06,1.8043303929430634,Dry,19.780219795418443
7.4,1.185,0.0,4.25,0.097,5.0,14.0,0.9966,3.63,0.54,10.7,Low,10.66362,Medium,0.0,4.26449929761188,Medium,16.69546388579315
9.2,0.92,0.24,2.6,0.087,12.0,93.0,0.9998,3.48,0.54,9.8,Low,9.79804,Medium,0.024,2.6005201040208044,Dry,41.05861795554342
8.6,0.49,0.51,2.0,0.422,16.0,62.0,0.9979,3.03,1.17,9.0,Low,8.9811,Medium,0.05666666666666667,2.004208838560978,Dry,22.512424701128488
9.0,0.48,0.32,2.8,0.084,21.0,122.0,0.9984,3.32,0.62,9.4,Low,9.38496,Medium,0.035555555555555556,2.8044871794871793,Dry,31.348198397347332
9.0,0.47,0.31,2.7,0.084,24.0,125.0,0.9984,3.31,0.61,9.4,Low,9.38496,Medium,0.034444444444444444,2.7043269230769234,Dry,28.343360065072616
5.1,0.47,0.02,1.3,0.034,18.0,44.0,0.9921,3.9,0.62,12.8,Medium,12.69888,Medium,0.0033333333333333335,1.310351779054531,Dry,16.266458606810573
7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,Medium,9.4734,Medium,0.0025,2.10589651022864,Dry,18.50063827657882
7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,Medium,9.4734,Medium,0.0025,2.10589651022864,Dry,18.50063827657882
9.4,0.615,0.28,3.2,0.087,18.0,72.0,1.0001,3.31,0.53,9.7,Low,9.70097,Medium,0.028000000000000004,3.1996800319968006,Dry,22.18448184653477
11.8,0.38,0.55,2.1,0.071,5.0,19.0,0.9986,3.11,0.62,10.8,Medium,10.784880000000001,High,0.04583333333333334,2.1029441217704785,Dry,20.77417159067006
10.6,1.02,0.43,2.9,0.076,26.0,88.0,0.9984,3.08,0.57,10.1,Medium,10.083839999999999,High,0.035833333333333335,2.904647435897436,Dry,18.769754970191983
7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,Medium,9.4734,Medium,0.0025,2.10589651022864,Dry,18.50063827657882
7.0,0.64,0.02,2.1,0.067,9.0,23.0,0.997,3.47,0.67,9.4,Medium,9.3718,Medium,0.0025,2.106318956870612,Dry,15.661066265827339
7.5,0.38,0.48,2.6,0.073,22.0,84.0,0.9972,3.32,0.7,9.6,Low,9.57312,Medium,0.06,2.6073004412354592,Dry,21.73619130057199
9.1,0.765,0.04,1.6,0.078,4.0,14.0,0.998,3.29,0.54,9.7,Low,9.6806,Medium,0.004,1.6032064128256514,Dry,19.821479911221882
8.4,1.035,0.15,6.0,0.073,11.0,54.0,0.999,3.37,0.49,9.9,Low,9.8901,Medium,0.016666666666666666,6.006006006006006,Medium,26.83219454851288
7.0,0.78,0.08,2.0,0.093,10.0,19.0,0.9956,3.4,0.47,10.0,Low,9.956,Medium,0.01,2.008838891120932,Dry,12.364772620658547
7.4,0.49,0.19,3.0,0.077,16.0,37.0,0.9966,3.37,0.51,10.5,Low,10.4643,Medium,0.02375,3.0102347983142685,Dry,14.211269223582175
7.8,0.545,0.12,2.5,0.068,11.0,35.0,0.996,3.34,0.61,11.6,Medium,11.5536,Medium,0.015,2.5100401606425704,Dry,18.400049741226404
9.7,0.31,0.47,1.6,0.062,13.0,33.0,0.9983,3.27,0.66,10.0,Medium,9.983,Medium,0.047,1.6027246318741863,Dry,14.87788067556492
10.6,1.025,0.43,2.8,0.08,21.0,84.0,0.9985,3.06,0.57,10.1,Low,10.08485,High,0.035833333333333335,2.804206309464196,Dry,21.84922299316546
8.9,0.565,0.34,3.0,0.093,16.0,112.0,0.9998,3.38,0.61,9.5,Low,9.4981,Medium,0.03777777777777778,3.000600120024005,Dry,37.3462644093217
8.7,0.69,0.0,3.2,0.084,13.0,33.0,0.9992,3.36,0.45,9.4,Low,9.39248,Medium,0.0,3.202562049639712,Dry,15.035263701269972
8.0,0.43,0.36,2.3,0.075,10.0,48.0,0.9976,3.34,0.46,9.4,Low,9.37744,Medium,0.045,2.3055332798716917,Dry,26.549669050751945
9.9,0.74,0.28,2.6,0.078,21.0,77.0,0.998,3.28,0.51,9.8,Low,9.7804,High,0.025454545454545455,2.6052104208416833,Dry,20.419673244175954
7.2,0.49,0.18,2.7,0.069,13.0,34.0,0.9967,3.29,0.48,9.2,Medium,9.16964,Medium,0.0225,2.7089395003511587,Dry,15.77536064485279
8.0,0.43,0.36,2.3,0.075,10.0,48.0,0.9976,3.34,0.46,9.4,Low,9.37744,Medium,0.045,2.3055332798716917,Dry,26.549669050751945
7.6,0.46,0.11,2.6,0.079,12.0,49.0,0.9968,3.21,0.57,10.0,Low,9.968,Medium,0.01375,2.6083467094703052,Dry,22.95066483937518
8.4,0.56,0.04,2.0,0.082,10.0,22.0,0.9976,3.22,0.44,9.6,Low,9.57696,Medium,0.0044444444444444444,2.0048115477145148,Dry,13.406227598566309
7.1,0.66,0.0,3.9,0.086,17.0,45.0,0.9976,3.46,0.54,9.5,Low,9.4772,Medium,0.0,3.9093825180433037,Dry,16.023984000548744
8.4,0.56,0.04,2.0,0.082,10.0,22.0,0.9976,3.22,0.44,9.6,Low,9.57696,Medium,0.0044444444444444444,2.0048115477145148,Dry,13.406227598566309
8.9,0.48,0.24,2.85,0.094,35.0,106.0,0.9982,3.1,0.53,9.2,Low,9.18344,Medium,0.026666666666666665,2.855139250651172,Dry,17.365278540991426
7.6,0.42,0.08,2.7,0.084,15.0,48.0,0.9968,3.21,0.59,10.0,Low,9.968,Medium,0.01,2.7086677367576244,Dry,18.54287984066012
7.1,0.31,0.3,2.2,0.053,36.0,127.0,0.9965,2.94,1.62,9.5,Low,9.466750000000001,Medium,0.04285714285714286,2.207727044656297,Dry,20.13518139243646
7.5,1.115,0.1,3.1,0.086,5.0,12.0,0.9958,3.54,0.6,11.2,Low,11.15296,Medium,0.011111111111111112,3.113074914641494,Dry,14.631789863729063
9.0,0.66,0.17,3.0,0.077,5.0,13.0,0.9976,3.29,0.55,10.4,Low,10.37504,Medium,0.017,3.007217321571772,Dry,15.21120661225163
8.1,0.72,0.09,2.8,0.084,18.0,49.0,0.9994,3.43,0.72,11.1,Medium,11.09334,Medium,0.01,2.801681008605163,Dry,16.088417992460545
6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,9.5,Low,9.4715,Medium,0.002857142857142857,1.8054162487462388,Dry,16.873818993382233
6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,9.5,Low,9.4715,Medium,0.002857142857142857,1.8054162487462388,Dry,16.873818993382233
6.4,0.865,0.03,3.2,0.071,27.0,58.0,0.995,3.61,0.49,12.7,Medium,12.6365,Medium,0.004285714285714286,3.2160804020100504,Dry,13.754618679991543
9.5,0.55,0.66,2.3,0.387,12.0,37.0,0.9982,3.17,0.67,9.6,Low,9.58272,Medium,0.066,2.304147465437788,Dry,18.226051612674055
8.9,0.875,0.13,3.45,0.088,4.0,14.0,0.9994,3.44,0.52,11.5,Low,11.4931,Medium,0.013000000000000001,3.4520712427456477,Dry,19.759252197194574
